"","labels","phrase","K","N","prev"
"1469",2017,"weakly significant",18,79763,0.0225668543058812
"1470",2020,"a clear trend",4,3468,0.115340253748558
"1471",2020,"a decreasing trend",6,3468,0.173010380622837
"1472",2020,"a definite trend",1,3468,0.0288350634371396
"1473",2020,"a favorable trend",1,3468,0.0288350634371396
"1474",2020,"a marginal trend",1,3468,0.0288350634371396
"1475",2020,"a marginal trend toward significance",1,3468,0.0288350634371396
"1476",2020,"a negative trend",2,3468,0.0576701268742791
"1477",2020,"a nonsignificant trend",10,3468,0.288350634371396
"1478",2020,"a notable trend",1,3468,0.0288350634371396
"1479",2020,"a numerical trend",2,3468,0.0576701268742791
"1480",2020,"a positive trend",8,3468,0.230680507497116
"1481",2020,"a significant trend",4,3468,0.115340253748558
"1482",2020,"a slight trend",4,3468,0.115340253748558
"1483",2020,"a statistical trend",4,3468,0.115340253748558
"1484",2020,"a strong trend",7,3468,0.201845444059977
"1485",2020,"a weak trend",1,3468,0.0288350634371396
"1486",2020,"all but significant",22,3468,0.63437139561707
"1487",2020,"almost reached statistical significance",2,3468,0.0576701268742791
"1488",2020,"almost significant",5,3468,0.144175317185698
"1489",2020,"an apparent trend",1,3468,0.0288350634371396
"1490",2020,"an increasing trend",12,3468,0.346020761245675
"1491",2020,"an observed trend",1,3468,0.0288350634371396
"1492",2020,"an overall trend",3,3468,0.0865051903114187
"1493",2020,"approached significant",1,3468,0.0288350634371396
"1494",2020,"approaching significance",5,3468,0.144175317185698
"1495",2020,"borderline significant trends",1,3468,0.0288350634371396
"1496",2020,"closely significant",1,3468,0.0288350634371396
"1497",2020,"did not quite reach statistical significance",2,3468,0.0576701268742791
"1498",2020,"failed to reach statistical significance",8,3468,0.230680507497116
"1499",2020,"fell just short of statistical significance",2,3468,0.0576701268742791
"1500",2020,"likely to be significant",2,3468,0.0576701268742791
"1501",2020,"marginal significance",2,3468,0.0576701268742791
"1502",2020,"marginally significant",33,3468,0.951557093425606
"1503",2020,"nearly significant",4,3468,0.115340253748558
"1504",2020,"nominally significant",7,3468,0.201845444059977
"1505",2020,"not as significant",1,3468,0.0288350634371396
"1506",2020,"on the edge of significance",1,3468,0.0288350634371396
"1507",2020,"only marginally significant",6,3468,0.173010380622837
"1508",2020,"potentially significant",7,3468,0.201845444059977
"1509",2020,"probably significant",1,3468,0.0288350634371396
"1510",2020,"quite significant",1,3468,0.0288350634371396
"1511",2020,"significant tendency",5,3468,0.144175317185698
"1512",2020,"tended to be significant",4,3468,0.115340253748558
"1513",2020,"tendency toward significance",1,3468,0.0288350634371396
"1514",2020,"uncertain significance",5,3468,0.144175317185698
