"","pmid","year","labels","phrase","highest_pvalue","group"
"23502",15949921,2005,2005,"""a clear trend""",0.059,">=0.05-0.15"
"23513",11428852,2001,1999,"""almost significant""",0.07,">=0.05-0.15"
"23522",23714653,2013,2011,"""nominally significant""",0.042,"<0.05"
"23532",1348168,1992,1990,"""near-significant""",0.1,">=0.15"
"23542",8350289,1993,1993,"""nearly significant""",0.1,">=0.15"
"23552",7918132,1994,1993,"""near-significant""",0.06,">=0.05-0.15"
"23562",17850471,2007,2005,"""almost significant""",0.051,">=0.05-0.15"
"23582",30633331,2019,2017,"""nearly significant""",0.056,">=0.05-0.15"
"23613",23736112,2013,2011,"""a significant trend""",0.01,"<0.05"
"23622",12811361,2003,2002,"""close to being significant""",0.061,">=0.05-0.15"
"23632",16635599,2006,2005,"""a strong trend""",0.07,">=0.05-0.15"
"23652",12742873,2003,2002,"""tended to be significant""",0.09,">=0.05-0.15"
"23672",25133856,2014,2014,"""nearly significant""",0.05,">=0.05-0.15"
"23702",10805622,2000,1999,"""a strong trend""",0.051,">=0.05-0.15"
"23722",12488118,2003,2002,"""almost significant""",0.08,">=0.05-0.15"
"23742",12411834,2002,2002,"""barely significant""",0.05,">=0.05-0.15"
"23752",19485589,2009,2008,"""approaching significance""",0.05,">=0.05-0.15"
"23762",10475617,1999,1999,"""appeared to be marginally significant""",0.013,"<0.05"
"23772",20406710,2010,2008,"""marginally nonsignificant""",0.062,">=0.05-0.15"
"23782",30067488,2018,2017,"""a nonsignificant trend""",0.058,">=0.05-0.15"
"23813",15748230,2005,2005,"""significant tendency""",0.032,"<0.05"
"23832",21216835,2011,2011,"""a strong trend""",0.055,">=0.05-0.15"
"23842",27825326,2016,2014,"""only marginally significant""",0.051,">=0.05-0.15"
"23852",21257986,2011,2011,"""marginally statistically significant""",0.054,">=0.05-0.15"
"23862",22952075,2012,2011,"""fell just short of significance""",0.06,">=0.05-0.15"
"23872",27799756,2016,2014,"""only marginally significant""",0.08,">=0.05-0.15"
"23882",21497444,2011,2011,"""near-significant""",0.116,">=0.15"
"23922",22237557,2013,2011,"""a strong trend""",0.077,">=0.05-0.15"
"23942",20451174,2010,2008,"""a strong trend""",0.056,">=0.05-0.15"
"23952",15189574,2003,2002,"""only marginally significant""",0.1,">=0.15"
"23972",16108890,2005,2005,"""weakly significant""",0.06,">=0.05-0.15"
"23992",18796081,2008,2008,"""approaches statistical significance""",0.087,">=0.05-0.15"
"24002",10676542,1999,1999,"""just short of significance""",0.08,">=0.05-0.15"
"24022",20522788,2010,2008,"""a strong trend""",0.06,">=0.05-0.15"
"24032",22130667,2012,2011,"""significant tendency""",0.013,"<0.05"
"24042",20721881,2010,2008,"""a nonsignificant trend""",0.1,">=0.15"
"24052",16780808,2006,2005,"""a nonsignificant trend""",0.06,">=0.05-0.15"
"24062",23873889,2014,2014,"""a clear trend""",0.08,">=0.05-0.15"
"24072",19590469,2009,2008,"""nearly significant""",0.066,">=0.05-0.15"
"24082",9268812,1997,1996,"""nearly significant""",0.06,">=0.05-0.15"
"24092",31698695,2019,2017,"""a weak trend""",0.084,">=0.05-0.15"
"24103",30685420,2019,2017,"""near-significant""",0.061,">=0.05-0.15"
"24113",16893493,2007,2005,"""a strong trend""",0.053,">=0.05-0.15"
"24122",26644068,2016,2014,"""slightly significant""",0.055,">=0.05-0.15"
"24132",26915823,2016,2014,"""a weak trend""",0.23,">=0.15"
"24142",20134416,2010,2008,"""a strong trend""",0.055,">=0.05-0.15"
"24182",30209712,2018,2017,"""nearly significant""",0.08,">=0.05-0.15"
"24192",28374907,2017,2017,"""nearing significance""",0.057,">=0.05-0.15"
"24202",30563431,2019,2017,"""tended to be significant""",0.052,">=0.05-0.15"
"24213",18832751,2008,2008,"""a strong trend""",0.05,">=0.05-0.15"
"24222",21647676,2011,2011,"""marginally statistically significant""",0.1,">=0.15"
"24242",11984747,2002,2002,"""significant tendency""",0.09,">=0.05-0.15"
"24252",24924874,2014,2014,"""a strong trend""",0.53,">=0.15"
"24262",26335027,2015,2014,"""tended to be significant""",0.09,">=0.05-0.15"
"24272",8673959,1996,1996,"""nominally significant""",0.03,"<0.05"
"24282",23644855,2013,2011,"""almost reached statistical significance""",0.08,">=0.05-0.15"
"24292",26706043,2016,2014,"""approaching significance""",0.051,">=0.05-0.15"
"24302",23636735,2014,2014,"""nearly significant""",0.06,">=0.05-0.15"
"24322",20391086,2010,2008,"""a strong trend""",0.09,">=0.05-0.15"
"24332",12699335,2003,2002,"""just short of significance""",0.06,">=0.05-0.15"
"24342",26634616,2016,2014,"""approaching significance""",0.1,">=0.15"
"24352",15528101,2004,2002,"""only marginally significant""",0.051,">=0.05-0.15"
"24372",28169458,2017,2017,"""nearly significant""",0.059,">=0.05-0.15"
"24382",11224891,2001,1999,"""reached borderline significance""",0.029,"<0.05"
"24392",10426697,1999,1999,"""nearly significant""",0.092,">=0.05-0.15"
"24422",25891993,2016,2014,"""marginal significance""",0.057,">=0.05-0.15"
"24432",9225617,1997,1996,"""only marginally significant""",0.057,">=0.05-0.15"
"24442",11057351,2000,1999,"""a statistical trend""",0.1,">=0.15"
"24452",25504080,2014,2014,"""nominally significant""",0.01,"<0.05"
"24462",8092425,1994,1993,"""significant tendency""",0.16,">=0.15"
"24472",28025025,2017,2017,"""nominally significant""",0.0314,"<0.05"
"24482",22658289,2013,2011,"""nearly significant""",0.09,">=0.05-0.15"
"24502",18268090,2008,2008,"""a nonsignificant trend""",0.155,">=0.15"
"24513",27680390,2017,2017,"""approaching significance""",0.09,">=0.05-0.15"
"24522",28635634,2017,2017,"""tended to be significant""",0.08,">=0.05-0.15"
"24552",20008425,2010,2008,"""nominally significant""",0.06,">=0.05-0.15"
"24582",17154785,2006,2005,"""nearly significant""",0.06,">=0.05-0.15"
"24602",26637959,2016,2014,"""only marginally significant""",0.084,">=0.05-0.15"
"24622",28050704,2017,2017,"""marginal significance""",0.05,">=0.05-0.15"
"24632",7988302,1994,1993,"""almost significant""",0.1,">=0.15"
"24662",18550953,2008,2008,"""a strong trend""",0.07,">=0.05-0.15"
"24692",16306325,2006,2005,"""near significance""",0.07,">=0.05-0.15"
"24702",17230495,2007,2005,"""significant tendency""",0.09,">=0.05-0.15"
"24713",24643119,2014,2014,"""almost significant""",0.064,">=0.05-0.15"
"24722",7870929,1993,1993,"""an overall trend""",0.1,">=0.15"
"24732",9524892,1998,1996,"""only marginally significant""",0.0527,">=0.05-0.15"
"24752",19720797,2009,2008,"""a nonsignificant trend""",0.1107,">=0.15"
"24762",22885913,2013,2011,"""approaching significance""",0.068,">=0.05-0.15"
"24772",28327896,2017,2017,"""a significant trend""",0.002,"<0.05"
"24792",19926622,2010,2008,"""a nonsignificant trend""",0.06,">=0.05-0.15"
"24813",8425281,1993,1993,"""only marginally significant""",0.107,">=0.15"
"24822",12374648,2002,2002,"""approaching significance""",0.092,">=0.05-0.15"
"24842",19226352,2009,2008,"""marginal significance""",0.055,">=0.05-0.15"
"24872",16822127,2006,2005,"""fell just short of significance""",0.06,">=0.05-0.15"
"24892",9158845,1997,1996,"""nearly significant""",0.054,">=0.05-0.15"
"24902",21656149,2011,2011,"""nearly significant""",0.06,">=0.05-0.15"
"24913",9516201,1998,1996,"""only marginally significant""",0.06,">=0.05-0.15"
"24922",31243569,2019,2017,"""marginal significance""",0.096,">=0.05-0.15"
"24932",17077660,2006,2005,"""marginal significance""",0.071,">=0.05-0.15"
"24942",9777899,1998,1996,"""approaching significance""",0.075,">=0.05-0.15"
"24952",1556292,1992,1990,"""marginally nonsignificant""",0.07,">=0.05-0.15"
"24962",26900936,2015,2014,"""a significant trend""",0.05,">=0.05-0.15"
"24972",29665619,2018,2017,"""marginal significance""",0.06,">=0.05-0.15"
"24982",9883220,1998,1996,"""only marginally significant""",0.02,"<0.05"
"24992",19373709,2009,2008,"""near-significant""",0.09,">=0.05-0.15"
"25002",24633488,2014,2014,"""a statistical trend""",0.067,">=0.05-0.15"
"25013",15066528,2004,2002,"""a strong trend""",0.06,">=0.05-0.15"
"25022",26003931,2015,2014,"""significant tendency""",0.051,">=0.05-0.15"
"25052",15848713,2005,2005,"""approaching significance""",0.054,">=0.05-0.15"
"25062",29912955,2018,2017,"""near-significant""",0.08,">=0.05-0.15"
"25072",10687932,1999,1999,"""almost significant""",0.076,">=0.05-0.15"
"25082",18955563,2009,2008,"""a significant trend""",0.001,"<0.05"
"25103",22429309,2012,2011,"""a strong trend""",0.006,"<0.05"
"25122",8620668,1995,1993,"""almost statistically significant""",0.063,">=0.05-0.15"
"25132",28870194,2017,2017,"""nearly significant""",0.09,">=0.05-0.15"
"25142",25208057,2014,2014,"""a statistical trend""",0.1,">=0.15"
"25152",21419314,2011,2011,"""an observed trend""",0.09,">=0.05-0.15"
"25162",27552823,2017,2017,"""approaching significance""",0.057,">=0.05-0.15"
"25172",11739447,2001,1999,"""a nonsignificant trend""",0.38,">=0.15"
"25202",12954607,2003,2002,"""only marginally significant""",0.1,">=0.15"
"25222",15652877,2005,2005,"""approached conventional levels of significance""",0.053,">=0.05-0.15"
"25232",19278844,2009,2008,"""a clear trend""",0.06,">=0.05-0.15"
"25252",23049247,2012,2011,"""nearly significant""",0.05,">=0.05-0.15"
"25272",28279086,2018,2017,"""a favorable trend""",0.114,">=0.15"
"25282",18362420,2008,2008,"""almost reached statistical significance""",0.059,">=0.05-0.15"
"25292",17513395,2007,2005,"""tended to be significant""",0.05,">=0.05-0.15"
"25302",25442120,2014,2014,"""approaches statistical significance""",0.05,">=0.05-0.15"
"25313",24531755,2014,2014,"""a small trend""",0.058,">=0.05-0.15"
"25322",25963379,2015,2014,"""a strong trend""",0.06,">=0.05-0.15"
"25352",11320439,2000,1999,"""only marginally significant""",0.088,">=0.05-0.15"
"25372",11117655,2000,1999,"""almost significant""",0.061,">=0.05-0.15"
"25382",26970712,2016,2014,"""a weak trend""",0.074,">=0.05-0.15"
"25392",27183154,2017,2017,"""approaching significance""",0.066,">=0.05-0.15"
"25402",1685691,1991,1990,"""tended to be significant""",0.06,">=0.05-0.15"
"25413",15176768,2004,2002,"""near significance""",0.057,">=0.05-0.15"
"25422",12588776,2003,2002,"""a nonsignificant trend""",0.054,">=0.05-0.15"
"25452",28117133,2017,2017,"""near-significant""",0.05,">=0.05-0.15"
"25482",24849077,2014,2014,"""tended to be significant""",0.09,">=0.05-0.15"
"25492",11030804,2000,1999,"""marginally nonsignificant""",0.1,">=0.15"
"25502",9337508,1997,1996,"""nearly significant""",0.061,">=0.05-0.15"
"25513",11897585,2002,2002,"""close to the level of significance""",0.07,">=0.05-0.15"
"25522",17675286,2007,2005,"""significant tendency""",0.15,">=0.15"
"25532",30042362,2018,2017,"""trending towards significance""",0.08,">=0.05-0.15"
"25562",1745709,1991,1990,"""near-significant""",0.07,">=0.05-0.15"
"25572",16109827,2005,2005,"""nearly significant""",0.058,">=0.05-0.15"
"25582",16412443,2006,2005,"""a slight trend""",0.1,">=0.15"
"25592",30359166,2018,2017,"""approaching significance""",0.06,">=0.05-0.15"
"25602",28225186,2017,2017,"""marginal significance""",0.06,">=0.05-0.15"
"25632",27169385,2016,2014,"""moderately significant""",0.09,">=0.05-0.15"
"25642",28870194,2017,2017,"""nearly significant""",0.1,">=0.15"
"25652",23092595,2012,2011,"""approaching significance""",0.0126,"<0.05"
"25662",30354935,2018,2017,"""a strong trend toward significance""",0.011,"<0.05"
"25672",1307344,1992,1990,"""only marginally significant""",0.09,">=0.05-0.15"
"25682",26213242,2016,2014,"""approaching significance""",0.007,"<0.05"
"25702",24940052,2014,2014,"""a strong trend""",0.06,">=0.05-0.15"
"25713",9665104,1998,1996,"""reached borderline significance""",0.1,">=0.15"
"25722",24378762,2014,2014,"""a nonsignificant trend""",0.06,">=0.05-0.15"
"25732",23149081,2013,2011,"""marginally nonsignificant""",0.06,">=0.05-0.15"
"25742",20023437,2010,2008,"""only marginally significant""",0.074,">=0.05-0.15"
"25752",21057244,2010,2008,"""a strong trend""",0.09,">=0.05-0.15"
"25762",22687558,2012,2011,"""only marginally significant""",0.075,">=0.05-0.15"
"25772",22957034,2012,2011,"""a statistical trend""",0.1,">=0.15"
"25782",25387324,2015,2014,"""tended to be significant""",0.062,">=0.05-0.15"
"25792",11885184,2000,1999,"""nearly significant""",0.051,">=0.05-0.15"
"25802",30228265,2018,2017,"""a decreasing trend""",0.052,">=0.05-0.15"
"25813",16222074,2005,2005,"""a strong trend""",0.08,">=0.05-0.15"
"25822",25499356,2014,2014,"""a strong trend""",0.053,">=0.05-0.15"
"25852",15355144,2004,2002,"""fell short of significance""",0.18,">=0.15"
"25862",16415686,2006,2005,"""near significance""",0.0856,">=0.05-0.15"
"25872",25864635,2015,2014,"""nominally significant""",0.02,"<0.05"
"25882",15066462,2004,2002,"""a significant trend""",0.02,"<0.05"
"25892",17327378,2007,2005,"""a strong trend""",0.06,">=0.05-0.15"
"25902",14639800,2003,2002,"""near significance""",0.087,">=0.05-0.15"
"25922",30262919,2018,2017,"""nearly significant""",0.0506,">=0.05-0.15"
"25932",25853916,2015,2014,"""approaching significance""",0.07,">=0.05-0.15"
"25952",12051484,2002,2002,"""a strong trend""",0.06,">=0.05-0.15"
"25962",18325849,2008,2008,"""a significant trend""",0.01,"<0.05"
"25972",25944346,2015,2014,"""tendency toward significance""",0.077,">=0.05-0.15"
"25982",21401248,2011,2011,"""only marginally significant""",0.08,">=0.05-0.15"
"25992",27452639,2016,2014,"""approaching significance""",0.1,">=0.15"
"26002",16505651,2006,2005,"""just failed to reach statistical significance""",0.055,">=0.05-0.15"
"26032",25877812,2015,2014,"""marginally nonsignificant""",0.08,">=0.05-0.15"
"26052",8879473,1996,1996,"""approaching significance""",0.06,">=0.05-0.15"
"26062",24122840,2014,2014,"""nominally significant""",0.05,">=0.05-0.15"
"26082",26213242,2016,2014,"""approaching significance""",0.008,"<0.05"
"26092",26114220,2015,2014,"""nearly significant""",0.061,">=0.05-0.15"
"26103",11770694,2001,1999,"""approaching significance""",0.054,">=0.05-0.15"
"26113",30518050,2018,2017,"""nearly significant""",0.079,">=0.05-0.15"
"26152",17204566,2007,2005,"""almost statistically significant""",0.085,">=0.05-0.15"
"26162",21375643,2011,2011,"""marginal significance""",0.1,">=0.15"
"26172",23462199,2013,2011,"""marginally statistically significant""",0.085,">=0.05-0.15"
"26182",19522571,2010,2008,"""near-significant""",0.08,">=0.05-0.15"
"26192",10975512,2000,1999,"""a strong trend""",0.06,">=0.05-0.15"
"26202",12133656,2002,2002,"""marginal significance""",0.05,">=0.05-0.15"
"26222",16801691,2006,2005,"""a strong trend""",0.0621,">=0.05-0.15"
"26232",26656776,2016,2014,"""nearing significance""",0.05,">=0.05-0.15"
"26242",9815866,1998,1996,"""just failed to reach statistical significance""",0.07,">=0.05-0.15"
"26262",16971058,2007,2005,"""only marginally significant""",0.017,"<0.05"
"26272",19447837,2009,2008,"""a strong trend""",0.09,">=0.05-0.15"
"26292",26901770,2016,2014,"""nominally significant""",0.01,"<0.05"
"26313",24967725,2014,2014,"""tendency toward statistical significance""",0.087,">=0.05-0.15"
"26332",27179825,2016,2014,"""a strong trend""",0.12,">=0.15"
"26342",30354935,2018,2017,"""a possible trend""",0.08,">=0.05-0.15"
"26352",9071055,1996,1996,"""nearly significant""",0.0552,">=0.05-0.15"
"26362",8436517,1993,1993,"""at the limit of significance""",0.07,">=0.05-0.15"
"26382",19903777,2009,2008,"""a strong trend""",0.059,">=0.05-0.15"
"26392",21478439,2011,2011,"""almost reached statistical significance""",0.06,">=0.05-0.15"
"26422",26366072,2015,2014,"""reached borderline significance""",0.068,">=0.05-0.15"
"26432",17519643,2007,2005,"""marginal significance""",0.06,">=0.05-0.15"
"26452",1740587,1992,1990,"""near significance""",0.06,">=0.05-0.15"
"26462",27519185,2016,2014,"""marginally statistically significant""",0.1,">=0.15"
"26482",17067970,2006,2005,"""almost significant""",0.051,">=0.05-0.15"
"26492",8561662,1995,1993,"""only marginally significant""",0.1,">=0.15"
"26502",17412790,2007,2005,"""a strong trend""",0.08,">=0.05-0.15"
"26522",15519437,2004,2002,"""only marginally significant""",0.07,">=0.05-0.15"
"26552",20028946,2010,2008,"""a strong trend""",0.067,">=0.05-0.15"
"26562",24874347,2015,2014,"""an overall trend""",0.056,">=0.05-0.15"
"26572",18932058,2009,2008,"""almost reached statistical significance""",0.069,">=0.05-0.15"
"26582",22276690,2013,2011,"""only marginally significant""",0.09,">=0.05-0.15"
"26592",9990419,1998,1996,"""marginal significance""",0.05,">=0.05-0.15"
"26602",26649651,2016,2014,"""almost reached statistical significance""",0.057,">=0.05-0.15"
"26613",15177699,2004,2002,"""only marginally significant""",0.075,">=0.05-0.15"
"26622",17905915,2007,2005,"""a nonsignificant trend""",0.056,">=0.05-0.15"
"26632",12704016,2003,2002,"""only marginally significant""",0.07,">=0.05-0.15"
"26652",16376861,2006,2005,"""only marginally significant""",0.05,">=0.05-0.15"
"26662",14762878,2004,2002,"""tendency toward statistical significance""",0.08,">=0.05-0.15"
"26672",15154919,2004,2002,"""near-significant""",0.1,">=0.15"
"26682",17341510,2007,2005,"""marginally statistically significant""",0.05,">=0.05-0.15"
"26713",23400743,2013,2011,"""nearly significant""",0.065,">=0.05-0.15"
"26722",23519998,2013,2011,"""a nonsignificant trend""",0.15,">=0.15"
"26732",26464468,2016,2014,"""approaching significance""",0.089,">=0.05-0.15"
"26742",17526934,2007,2005,"""a nonsignificant trend""",0.186,">=0.15"
"26752",24177784,2013,2011,"""tended toward significance""",0.08,">=0.05-0.15"
"26762",16105989,2005,2005,"""reached borderline significance""",0.05,">=0.05-0.15"
"26782",1917151,1991,1990,"""almost significant""",0.089,">=0.05-0.15"
"26792",7625583,1995,1993,"""a nonsignificant trend""",0.09,">=0.05-0.15"
"26822",23958585,2013,2011,"""only marginally significant""",0.09,">=0.05-0.15"
"26832",25042797,2015,2014,"""a nonsignificant trend""",0.1,">=0.15"
"26842",14527497,2003,2002,"""a statistical trend""",0.05,">=0.05-0.15"
"26852",22156621,2012,2011,"""significant tendency""",0.069,">=0.05-0.15"
"26862",26410823,2016,2014,"""a statistical trend""",0.065,">=0.05-0.15"
"26872",24583567,2014,2014,"""narrowly missed significance""",0.067,">=0.05-0.15"
"26882",9583333,1998,1996,"""nearly significant""",0.056,">=0.05-0.15"
"26892",16204321,2006,2005,"""fell just short of significance""",0.06,">=0.05-0.15"
"26902",23576623,2013,2011,"""a nonsignificant trend""",0.091,">=0.05-0.15"
"26913",25011077,2014,2014,"""only marginally significant""",0.053,">=0.05-0.15"
"26922",15744632,2005,2005,"""a nonsignificant trend""",0.084,">=0.05-0.15"
"26942",2189866,1990,1990,"""a definite trend""",0.07,">=0.05-0.15"
"26972",8673959,1996,1996,"""nominally significant""",0.03,"<0.05"
"26982",30975584,2019,2017,"""near-significant""",0.067,">=0.05-0.15"
"27002",19266185,2009,2008,"""near-significant""",0.056,">=0.05-0.15"
"27022",24176201,2014,2014,"""nearly significant""",0.052,">=0.05-0.15"
"27042",23028601,2012,2011,"""tended to be significant""",0.08,">=0.05-0.15"
"27052",17200793,2007,2005,"""slightly significant""",0.05,">=0.05-0.15"
"27072",19926622,2010,2008,"""a nonsignificant trend""",0.06,">=0.05-0.15"
"27082",20400173,2010,2008,"""a significant trend""",0.001,"<0.05"
"27092",8415931,1993,1993,"""nearly significant""",0.06,">=0.05-0.15"
"27103",10574078,1999,1999,"""significant tendency""",0.02,"<0.05"
"27113",22288671,2012,2011,"""tended to be significant""",0.095,">=0.05-0.15"
"27132",28068681,2017,2017,"""just failed significance""",0.051,">=0.05-0.15"
"27142",27206513,2017,2017,"""reached near significance""",0.072,">=0.05-0.15"
"27152",29189662,2018,2017,"""a decreasing trend""",0.001,"<0.05"
"27172",15166004,2004,2002,"""near significance""",0.07,">=0.05-0.15"
"27192",17001492,2007,2005,"""marginal significance""",0.07,">=0.05-0.15"
"27222",22214657,2012,2011,"""almost significant""",0.1,">=0.15"
"27232",24322736,2014,2014,"""a marginal trend""",0.085,">=0.05-0.15"
"27242",19934777,2010,2008,"""nearly significant""",0.073,">=0.05-0.15"
"27252",9855472,1998,1996,"""marginally insignificant""",0.054,">=0.05-0.15"
"27262",19924244,2009,2008,"""a suggestive trend""",0.056,">=0.05-0.15"
"27282",23419401,2012,2011,"""a statistical trend""",0.087,">=0.05-0.15"
"27302",12719069,2003,2002,"""a nonsignificant trend""",0.09,">=0.05-0.15"
"27313",30468910,2019,2017,"""nominally significant""",0.032,"<0.05"
"27322",14979748,2004,2002,"""fell slightly short of significance""",0.075,">=0.05-0.15"
"27332",8029260,1994,1993,"""nearly significant""",0.06,">=0.05-0.15"
"27342",26371459,2016,2014,"""tended to be significant""",0.058,">=0.05-0.15"
"27352",1312773,1992,1990,"""only marginally significant""",0.071,">=0.05-0.15"
"27362",26603110,2016,2014,"""a strong trend""",0.056,">=0.05-0.15"
"27382",23732950,2013,2011,"""near significance""",0.069,">=0.05-0.15"
"27402",23435801,2013,2011,"""approaching significance""",0.09,">=0.05-0.15"
"27413",8828695,1996,1996,"""slightly significant""",0.05,">=0.05-0.15"
"27432",8741955,1996,1996,"""nearly significant""",0.09,">=0.05-0.15"
"27462",14615299,2003,2002,"""approaching significance""",0.091,">=0.05-0.15"
"27472",23865768,2013,2011,"""tended to be significant""",0.065,">=0.05-0.15"
"27482",8490638,1993,1993,"""marginal significance""",0.059,">=0.05-0.15"
"27492",15076238,2004,2002,"""nearly significant""",0.06,">=0.05-0.15"
"27513",11553421,2001,1999,"""a strong trend""",0.018,"<0.05"
"27522",16286208,2005,2005,"""marginally statistically significant""",0.06,">=0.05-0.15"
"27542",16403777,2006,2005,"""a nonsignificant trend""",0.11,">=0.15"
"27552",15514527,2004,2002,"""a strong trend""",0.09,">=0.05-0.15"
"27562",11988802,2002,2002,"""reached borderline significance""",0.06,">=0.05-0.15"
"27582",7735025,1995,1993,"""just failed to reach statistical significance""",0.06,">=0.05-0.15"
"27592",16207870,2005,2005,"""a statistical trend""",0.0826,">=0.05-0.15"
"27602",1419443,1992,1990,"""nearly significant""",0.07,">=0.05-0.15"
"27613",17950783,2007,2005,"""a strong trend""",0.052,">=0.05-0.15"
"27632",17149527,2007,2005,"""tendency toward significance""",0.077,">=0.05-0.15"
"27662",26893405,2016,2014,"""barely significant""",0.05,">=0.05-0.15"
"27672",30770262,2019,2017,"""marginal significance""",0.006,"<0.05"
"27682",24094795,2013,2011,"""reached borderline significance""",0.05,">=0.05-0.15"
"27692",7854517,1995,1993,"""marginal significance""",0.0723,">=0.05-0.15"
"27702",22889586,2013,2011,"""a statistical trend""",0.089,">=0.05-0.15"
"27713",12074370,2002,2002,"""nearly significant""",0.065,">=0.05-0.15"
"27722",20235792,2010,2008,"""nominally significant""",0.001,"<0.05"
"27732",21715530,2011,2011,"""near-significant""",0.058,">=0.05-0.15"
"27742",15883741,2005,2005,"""almost significant""",0.058,">=0.05-0.15"
"27752",18270313,2008,2008,"""tended toward significance""",0.086,">=0.05-0.15"
"27762",17334308,2007,2005,"""moderately significant""",0.045,"<0.05"
"27772",15751598,2005,2005,"""marginal significance""",0.098,">=0.05-0.15"
"27782",11759109,2001,1999,"""only marginally significant""",0.06,">=0.05-0.15"
"27792",12797394,2003,2002,"""almost significant""",0.0972,">=0.05-0.15"
"27802",29725975,2018,2017,"""tended to be significant""",0.053,">=0.05-0.15"
"27813",22842212,2012,2011,"""near-significant""",0.1,">=0.15"
"27832",18618000,2008,2008,"""nominally significant""",0.01,"<0.05"
"27852",28259151,2017,2017,"""marginal significance""",0.05,">=0.05-0.15"
"27882",16952598,2006,2005,"""nearly significant""",0.06,">=0.05-0.15"
"27892",8245265,1993,1993,"""nearly significant""",0.07,">=0.05-0.15"
"27902",21550180,2012,2011,"""marginal significance""",0.063,">=0.05-0.15"
"27913",1327080,1992,1990,"""a strong trend""",0.056,">=0.05-0.15"
"27932",30959123,2019,2017,"""potentially significant""",0.1,">=0.15"
"27942",18513259,2008,2008,"""approaching significance""",0.072,">=0.05-0.15"
"27952",21848443,2011,2011,"""a nonsignificant trend""",0.07,">=0.05-0.15"
"27972",28771262,2017,2017,"""a statistical trend""",0.1,">=0.15"
"27982",24831919,2014,2014,"""marginal significance""",0.07,">=0.05-0.15"
"28002",18047869,2007,2005,"""a nonsignificant trend""",0.072,">=0.05-0.15"
"28013",15165409,2004,2002,"""a nonsignificant trend""",0.12,">=0.15"
"28022",24061387,2013,2011,"""nearly significant""",0.06,">=0.05-0.15"
"28032",10457274,1999,1999,"""tended to be significant""",0.1,">=0.15"
"28072",25059750,2015,2014,"""marginally statistically significant""",0.078,">=0.05-0.15"
"28082",12631527,2003,2002,"""a clear trend""",0.051,">=0.05-0.15"
"28092",17129185,2006,2005,"""only marginally significant""",0.08,">=0.05-0.15"
"28103",11809498,2002,2002,"""nearly significant""",0.06,">=0.05-0.15"
"28122",9001297,1997,1996,"""a nonsignificant trend""",0.1,">=0.15"
"28132",18540779,2008,2008,"""marginal significance""",0.168,">=0.15"
"28152",24574190,2014,2014,"""reached borderline significance""",0.07,">=0.05-0.15"
"28162",9383230,1997,1996,"""almost significant""",0.064,">=0.05-0.15"
"28182",1594898,1992,1990,"""just short of significance""",0.06,">=0.05-0.15"
"28192",1336998,1992,1990,"""almost significant""",0.06,">=0.05-0.15"
"28202",22089205,2012,2011,"""a decreasing trend""",0.19,">=0.15"
"28213",17937364,2007,2005,"""almost statistically significant""",0.01,"<0.05"
"28232",24981670,2014,2014,"""a slight trend""",0.067,">=0.05-0.15"
"28242",19280455,2009,2008,"""partially significant""",0.07,">=0.05-0.15"
"28252",24898858,2015,2014,"""marginal significance""",0.06,">=0.05-0.15"
"28262",17476010,2007,2005,"""nominally significant""",0.01,"<0.05"
"28272",15617954,2004,2002,"""approaching significance""",0.025,"<0.05"
"28292",25052243,2014,2014,"""nearly significant""",0.056,">=0.05-0.15"
"28302",31141954,2019,2017,"""a marginal trend""",0.06,">=0.05-0.15"
"28313",21112774,2011,2011,"""reached borderline significance""",0.054,">=0.05-0.15"
"28332",16288372,2005,2005,"""marginally statistically significant""",0.08,">=0.05-0.15"
"28342",7847597,1994,1993,"""almost significant""",0.056,">=0.05-0.15"
"28362",24608864,2014,2014,"""an interesting trend""",0.17,">=0.15"
"28372",26575323,2016,2014,"""nearly significant""",0.051,">=0.05-0.15"
"28382",11487673,2001,1999,"""an obvious trend""",0.52,">=0.15"
"28402",12010583,2002,2002,"""reached borderline significance""",0.077,">=0.05-0.15"
"28442",21307037,2011,2011,"""nominally significant""",0.044,"<0.05"
"28472",11305854,2001,1999,"""just failed to reach statistical significance""",0.06,">=0.05-0.15"
"28492",10584667,1999,1999,"""a slight trend""",0.105,">=0.15"
"28502",16313883,2006,2005,"""almost clinically significant""",0.1,">=0.15"
"28513",19058798,2009,2008,"""just failed significance""",0.055,">=0.05-0.15"
"28522",21277745,2011,2011,"""a nonsignificant trend""",0.056,">=0.05-0.15"
"28532",31473451,2019,2017,"""almost significant""",0.06,">=0.05-0.15"
"28552",7917369,1994,1993,"""a statistical trend""",0.08,">=0.05-0.15"
"28572",15289699,2004,2002,"""just failed to reach statistical significance""",0.0566,">=0.05-0.15"
"28592",19230757,2009,2008,"""a nonsignificant trend""",0.07,">=0.05-0.15"
"28613",28929332,2018,2017,"""marginal significance""",0.2,">=0.15"
"28622",26375357,2016,2014,"""fell just short of statistical significance""",0.06,">=0.05-0.15"
"28632",21212105,2012,2011,"""a statistical trend""",0.06,">=0.05-0.15"
"28642",28288833,2017,2017,"""near-significant""",0.06,">=0.05-0.15"
"28652",28094169,2017,2017,"""a statistical trend""",0.096,">=0.05-0.15"
"28662",25685710,2015,2014,"""nominally significant""",0.05,">=0.05-0.15"
